TARGET	OBESERVATIONS	MIN AA	MAX AA	SETTING	ARM	MEAN FLUX	STD FLUX	INTERSTELLAR V	MOLECULE 	PEAK WAVE	PEAK FLUX
HD57061	HD57061_w564_redl_20141010_O11	4969	5043	564	redl	606.7527299	0.04985740984	0		0	0
HD57061	HD57061_w564_redl_20141010_O5	4736	4806	564	redl	953.9195128	0.8320560816	0		0	0
HD57061	HD57061_w564_redl_20141010_O9	4889	4961	564	redl	650.0883313	0.09120163088	0		0	0
HD57061	HD57061_w564_redl_20141010_O8	4850	4922	564	redl	668.0477253	0.1525202226	0		0	0
HD57061	HD57061_w564_redl_20141010_O4	4700	4769	564	redl	1478.10681	3.972865979	0		0	0
HD57061	HD57061_w564_redl_20141010_O10	4929	5002	564	redl	628.7054261	0.06075936195	0		0	0
HD57061	HD57061_w564_redl_20141010_O21	5412	5493	564	redl	515.0837021	0.03119373228	0		0	0
HD57061	HD57061_w564_redl_20141010_O17	5226	5303	564	redl	555.3409674	0.03818284712	0		0	0
HD57061	HD57061_w564_redl_20141010_O3	4664	4732	564	redl	2663.465095	6.149319836	0		0	0
HD57061	HD57061_w564_redl_20141010_O2	4628	4696	564	redl	5458.382558	5.187067721	0		0	0
HD57061	HD57061_w564_redl_20141010_O16	5181	5258	564	redl	562.0050341	0.03747420619	0		0	0
HD57061	HD57061_w564_redl_20141010_O20	5364	5444	564	redl	532.9250103	0.0346614908	0		0	0
HD57061	HD57061_w564_redl_20141010_O19	5317	5396	564	redl	547.3127295	0.03326115221	0		0	0
HD57061	HD57061_w564_redl_20141010_O23	5510	5593	564	redl	464.9038241	0.011847676	0		0	0
HD57061	HD57061_w564_redl_20141010_O1	4593	4661	564	redl	16209.98265	4.565718184	0		0	0
HD57061	HD57061_w564_redl_20141010_O15	5137	5214	564	redl	571.2256152	0.03739779192	0		0	0
HD57061	HD57061_w564_redl_20141010_O14	5094	5170	564	redl	580.7096178	0.04097523548	0		0	0
HD57061	HD57061_w564_redl_20141010_O22	5461	5542	564	redl	491.9801967	0.01254307609	0		0	0
HD57061	HD57061_w564_redl_20141010_O18	5271	5350	564	redl	551.6167425	0.0379342575	0		0	0
HD57061	HD57061_w564_redl_20141010_O7	4812	4883	564	redl	716.9869294	0.2425945715	0		0	0
HD57061	HD57061_w564_redl_20141010_O13	5052	5127	564	redl	587.8489421	0.04537976189	0		0	0
HD57061	HD57061_w564_redl_20141010_O24	5568	5644	564	redl	437.0862929	0.02048628368	0		0	0
HD57061	HD57061_w564_redl_20141010_O12	5010	5084	564	redl	592.7665693	0.05295935641	0		0	0
HD57061	HD57061_w564_redl_20141010_O6	4774	4844	564	redl	816.9241468	0.4462802051	0		0	0
HD57061	HD57061_w564_redu_20141010_O1	5665	5749	564	redu	378.6489233	0.1327174807	0		0	0
HD57061	HD57061_w564_redu_20141010_O16	6592	6686	564	redu	461.9126518	0.01646671301	0		0	0
HD57061	HD57061_w564_redu_20141010_O6	5942	6031	564	redu	435.0444035	0.0156916113	0	C70	0	0
HD57061	HD57061_w564_redu_20141010_O11	6248	6342	564	redu	447.9832586	0.0484411066	0	C70	0	0
HD57061	HD57061_w564_redu_20141010_O10	6184	6277	564	redu	428.7505662	0.02661456039	0	C70	0	0
HD57061	HD57061_w564_redu_20141010_O7	6001	6091	564	redu	425.7545121	0.006121966586	0	C70	0	0
HD57061	HD57061_w564_redu_20141010_O4	5828	5915	564	redu	406.3653617	0.0835135836	0	C60	0	0
HD57061	HD57061_w564_redu_20141010_O8	6061	6152	564	redu	417.1689309	0.008318128478	0	C70	0	0
HD57061	HD57061_w564_redu_20141010_O13	6380	6475	564	redu	490.2136674	0.008619040126	0	C70	0	0
HD57061	HD57061_w564_redu_20141010_O12	6313	6408	564	redu	478.0803466	0.02407902533	0	C70	0	0
HD57061	HD57061_w564_redu_20141010_O9	6122	6214	564	redu	416.6674189	0.01533896001	0	C70	0	0
HD57061	HD57061_w564_redu_20141010_O5	5885	5973	564	redu	429.2744014	0.06817236413	0	C70	0	0
HD57061	HD57061_w564_redu_20141010_O15	6517	6615	564	redu	465.1551166	0.03659349486	0	C70	0	0
HD57061	HD57061_w564_redu_20141010_O2	5718	5804	564	redu	378.8560676	0.02456039468	0	C70	0	0
HD57061	HD57061_w564_redu_20141010_O3	5773	5859	564	redu	390.390463	0.05136734509	0	C70	0	0
HD57061	HD57061_w564_redu_20141010_O14	6447	6544	564	redu	483.3814452	0.02212206734	0	C70	0	0
HD57061	HD57061_w860_redl_20141010_O1	6662	6760	860	redl	157217.6279	10.36166074	0	C70	0	0
HD57061	HD57061_w860_redl_20141010_O17	8079	8202	860	redl	4430.798664	0.1308125994	0	C70	0	0
HD57061	HD57061_w860_redl_20141010_O20	8418	8544	860	redl	3729.62601	0.03468425299	0	C70	0	0
HD57061	HD57061_w860_redl_20141010_O16	7973	8094	860	redl	4995.966545	0.03645628696	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O7	7130	7237	860	redl	12625.02594	0.4045217845	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O11	7481	7595	860	redl	7632.006212	0.05695633904	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O10	7390	7502	860	redl	8469.57204	0.05258992948	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O6	7047	7153	860	redl	17019.43473	0.7310416672	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O9	7301	7412	860	redl	9419.8072	0.1216250689	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O13	7670	7787	860	redl	6342.168823	0.06843772497	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O5	6966	7071	860	redl	23891.74104	1.11744648	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O4	6887	6991	860	redl	53945.98184	3.783047291	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O12	7575	7690	860	redl	5190.039064	0.4368846024	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O8	7214	7323	860	redl	10498.68229	0.2517503205	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O15	7869	7989	860	redl	5415.98627	0.03856189231	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O3	6810	6912	860	redl	677560.3019	14.38813081	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O19	8300	8427	860	redl	3900.200662	0.06400840967	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O18	8188	8313	860	redl	4081.418114	0.138288779	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O2	6736	6835	860	redl	514748.005	14.84437426	0	C70p	0	0
HD57061	HD57061_w860_redl_20141010_O14	7769	7887	860	redl	5915.883191	0.03368663664	0	C70p	0	0
HD66811	HD66811_w564_redl_20141010_O3	4664	4732	564	redl	2420.488542	5.572471786	0		0	0
HD66811	HD66811_w564_redl_20141010_O15	5137	5213	564	redl	495.2072921	0.03501237135	0		0	0
HD66811	HD66811_w564_redl_20141010_O23	5510	5593	564	redl	394.6281564	0.01161790605	0		0	0
HD66811	HD66811_w564_redl_20141010_O19	5317	5396	564	redl	471.2985287	0.03413559058	0		0	0
HD66811	HD66811_w564_redl_20141010_O18	5271	5349	564	redl	476.6775012	0.04035417978	0		0	0
HD66811	HD66811_w564_redl_20141010_O22	5461	5542	564	redl	419.6500834	0.01247379436	0		0	0
HD66811	HD66811_w564_redl_20141010_O14	5094	5170	564	redl	507.5570122	0.04579029479	0		0	0
HD66811	HD66811_w564_redl_20141010_O2	4628	4696	564	redl	5983.743508	5.235088438	0		0	0
HD66811	HD66811_w564_redl_20141010_O9	4889	4961	564	redl	579.6902843	0.08583361626	0		0	0
HD66811	HD66811_w564_redl_20141010_O5	4736	4806	564	redl	848.8338795	0.837144112	0		0	0
HD66811	HD66811_w564_redl_20141010_O13	5052	5127	564	redl	513.9733783	0.04842886871	0		0	0
HD66811	HD66811_w564_redl_20141010_O12	5010	5084	564	redl	521.5514598	0.05055029055	0		0	0
HD66811	HD66811_w564_redl_20141010_O4	4700	4769	564	redl	1349.501589	4.1561032	0		0	0
HD66811	HD66811_w564_redl_20141010_O8	4850	4921	564	redl	602.2990699	0.1513421592	0		0	0
HD66811	HD66811_w564_redl_20141010_O24	5567	5644	564	redl	371.0607035	0.00907707969	0		0	0
HD66811	HD66811_w564_redl_20141010_O11	4969	5042	564	redl	534.2297853	0.05054530882	0		0	0
HD66811	HD66811_w564_redl_20141010_O7	4811	4882	564	redl	645.8565272	0.241967921	0		0	0
HD66811	HD66811_w564_redl_20141010_O6	4774	4844	564	redl	726.7715166	0.4496677635	0		0	0
HD66811	HD66811_w564_redl_20141010_O10	4929	5001	564	redl	553.3521598	0.06242653772	0		0	0
HD66811	HD66811_w564_redl_20141010_O17	5226	5303	564	redl	480.1536958	0.04260895818	0		0	0
HD66811	HD66811_w564_redl_20141010_O1	4593	4661	564	redl	12985.57226	4.283989726	0		0	0
HD66811	HD66811_w564_redl_20141010_O21	5412	5493	564	redl	441.4610764	0.03103037229	0		0	0
HD66811	HD66811_w564_redl_20141010_O20	5364	5444	564	redl	454.8763267	0.04609265086	0		0	0
HD66811	HD66811_w564_redl_20141010_O16	5181	5258	564	redl	484.0951404	0.04391088842	0		0	0
HD66811	HD66811_w564_redu_20141010_O13	6379	6475	564	redu	398.0197029	0.02182153179	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O6	5942	6031	564	redu	360.6887863	0.01778781133	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O7	6001	6091	564	redu	351.6129167	0.009266887485	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O12	6313	6408	564	redu	388.3066866	0.02662122335	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O15	6516	6614	564	redu	391.6887592	0.04308048298	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O14	6447	6544	564	redu	393.1374779	0.02902689892	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O1	5665	5749	564	redu	318.5763365	0.1160246149	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O2	5718	5803	564	redu	320.0881038	0.03229908022	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O16	6592	6686	564	redu	372.3704049	0.01929704946	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O3	5772	5859	564	redu	330.5669834	0.04433539716	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O8	6061	6152	564	redu	343.8211509	0.01301227392	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O11	6248	6342	564	redu	366.7313516	0.04965271523	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O4	5828	5915	564	redu	344.2651266	0.04827516322	0	C60	0	0
HD66811	HD66811_w564_redu_20141010_O5	5884	5972	564	redu	358.9667415	0.04124002369	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O10	6184	6277	564	redu	354.171918	0.02919391949	0	C70	0	0
HD66811	HD66811_w564_redu_20141010_O9	6122	6214	564	redu	343.753185	0.02278010813	0	C70	0	0
HD66811	HD66811_w860_redl_20140916_O15	7869	7989	860	redl	1617.466164	0.02982671274	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O19	8300	8427	860	redl	1169.161618	0.04945402428	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O2	6735	6835	860	redl	72797.54002	7.763970956	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O3	6809	6912	860	redl	40675.41471	6.121632696	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O18	8188	8313	860	redl	1235.582245	0.1034316074	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O14	7768	7887	860	redl	1766.445812	0.02936264893	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O4	6887	6990	860	redl	11201.10264	2.52367294	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O8	7214	7323	860	redl	3142.153308	0.1868662846	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O13	7670	7787	860	redl	1920.812513	0.07779504108	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O12	7574	7689	860	redl	1481.362817	0.4696814183	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O9	7301	7411	860	redl	2817.944906	0.08487336713	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O5	6966	7071	860	redl	6404.292597	0.9410470043	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O6	7047	7153	860	redl	4820.135335	0.5585934565	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O11	7481	7594	860	redl	2281.656511	0.06601329159	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O10	7390	7502	860	redl	2541.125048	0.03150901532	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O7	7129	7237	860	redl	3698.165867	0.3145375003	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O17	8079	8202	860	redl	1337.448666	0.09471663608	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O1	6662	6760	860	redl	13006.88295	5.04121886	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O20	8418	8544	860	redl	1109.501085	0.01317941967	0	C70p	0	0
HD66811	HD66811_w860_redl_20140916_O16	7973	8094	860	redl	1490.347641	0.02885860187	0	C70p	0	0
HD79186	HD79186_w564_redl_20160221_O5	4736	4806	564	redl	1743.844413	0.04444472553	0		0	0
HD79186	HD79186_w564_redl_20141013_O4	4700	4769	564	redl	542.3671688	0.8675030849	0		0	0
HD79186	HD79186_w564_redl_20141013_O16	5181	5258	564	redl	350.6373369	0.05110943951	0		0	0
HD79186	HD79186_w564_redl_20160221_O11	4969	5042	564	redl	1528.412983	0.05735215614	0		0	0
HD79186	HD79186_w564_redl_20160221_O9	4889	4961	564	redl	1586.894458	0.06501525839	0		0	0
HD79186	HD79186_w564_redl_20141013_O8	4850	4921	564	redl	377.0438452	0.1333840962	0		0	0
HD79186	HD79186_w564_redl_20141013_O20	5364	5444	564	redl	353.2787696	0.03366646411	0		0	0
HD79186	HD79186_w564_redl_20141013_O21	5412	5493	564	redl	344.0227028	0.0346953243	0		0	0
HD79186	HD79186_w564_redl_20160221_O8	4850	4921	564	redl	1610.142071	0.07042211048	0		0	0
HD79186	HD79186_w564_redl_20141013_O9	4889	4961	564	redl	367.902624	0.1063645787	0		0	0
HD79186	HD79186_w564_redl_20160221_O10	4929	5001	564	redl	1573.60312	0.03648302282	0		0	0
HD79186	HD79186_w564_redl_20141013_O17	5226	5303	564	redl	350.8789992	0.05147547796	0		0	0
HD79186	HD79186_w564_redl_20160221_O4	4700	4769	564	redl	1760.076529	0.05248525169	0		0	0
HD79186	HD79186_w564_redl_20141013_O5	4736	4806	564	redl	469.1959463	0.5215572273	0		0	0
HD79186	HD79186_w564_redl_20160221_O21	5412	5492	564	redl	1522.82026	0.03420219475	0		0	0
HD79186	HD79186_w564_redl_20160221_O3	4664	4732	564	redl	1787.454923	0.04982686939	0		0	0
HD79186	HD79186_w564_redl_20141013_O2	4628	4696	564	redl	2346.636222	7.497749843	0		0	0
HD79186	HD79186_w564_redl_20141013_O10	4929	5001	564	redl	361.8178523	0.06501674348	0		0	0
HD79186	HD79186_w564_redl_20160221_O17	5226	5303	564	redl	1543.112994	0.04541239109	0		0	0
HD79186	HD79186_w564_redl_20160221_O16	5181	5258	564	redl	1539.617627	0.04283555627	0		0	0
HD79186	HD79186_w564_redl_20141013_O11	4969	5042	564	redl	349.6552364	0.07377837016	0		0	0
HD79186	HD79186_w564_redl_20160221_O2	4628	4696	564	redl	1821.486054	0.05410053182	0		0	0
HD79186	HD79186_w564_redl_20141013_O3	4664	4732	564	redl	832.1953694	3.411348392	0		0	0
HD79186	HD79186_w564_redl_20160221_O20	5364	5444	564	redl	1561.291923	0.0333680179	0		0	0
HD79186	HD79186_w564_redl_20160221_O23	5510	5592	564	redl	1420.260574	0.02306354297	0		0	0
HD79186	HD79186_w564_redl_20141013_O24	5567	5644	564	redl	303.6981674	0.01140756694	0		0	0
HD79186	HD79186_w564_redl_20160221_O19	5317	5396	564	redl	1571.06953	0.04440339932	0		0	0
HD79186	HD79186_w564_redl_20160221_O15	5137	5213	564	redl	1538.402841	0.0450932778	0		0	0
HD79186	HD79186_w564_redl_20141013_O12	5010	5084	564	redl	347.8772962	0.0857922856	0		0	0
HD79186	HD79186_w564_redl_20160221_O1	4593	4660	564	redl	1296.151736	0.6813357651	0		0	0
HD79186	HD79186_w564_redl_20141013_O1	4593	4660	564	redl	6677.93379	8.093426904	0		0	0
HD79186	HD79186_w564_redl_20141013_O13	5052	5126	564	redl	352.324236	0.06200689036	0		0	0
HD79186	HD79186_w564_redl_20160221_O14	5094	5169	564	redl	1538.994374	0.04201529834	0		0	0
HD79186	HD79186_w564_redl_20160221_O18	5271	5349	564	redl	1557.179713	0.04627791767	0		0	0
HD79186	HD79186_w564_redl_20160221_O22	5461	5542	564	redl	1477.373327	0.02244445266	0		0	0
HD79186	HD79186_w564_redl_20160221_O13	5052	5126	564	redl	1545.314382	0.04655053055	0		0	0
HD79186	HD79186_w564_redl_20141013_O14	5094	5170	564	redl	350.8455197	0.05375254715	0		0	0
HD79186	HD79186_w564_redl_20141013_O6	4774	4844	564	redl	432.1153958	0.3239635302	0		0	0
HD79186	HD79186_w564_redl_20160221_O7	4811	4882	564	redl	1660.587208	0.06770631941	0		0	0
HD79186	HD79186_w564_redl_20141013_O22	5461	5542	564	redl	333.3215594	0.0217517332	0		0	0
HD79186	HD79186_w564_redl_20141013_O18	5271	5349	564	redl	353.2726522	0.05119200024	0		0	0
HD79186	HD79186_w564_redl_20141013_O19	5317	5396	564	redl	356.0775129	0.04746272651	0		0	0
HD79186	HD79186_w564_redl_20141013_O23	5510	5592	564	redl	319.9700356	0.02209307224	0		0	0
HD79186	HD79186_w564_redl_20160221_O24	5567	5643	564	redl	1349.787854	0.0175279026	0		0	0
HD79186	HD79186_w564_redl_20141013_O7	4811	4882	564	redl	398.6985272	0.1978929366	0		0	0
HD79186	HD79186_w564_redl_20160221_O6	4774	4844	564	redl	1721.5045	0.0467153032	0		0	0
HD79186	HD79186_w564_redl_20141013_O15	5137	5213	564	redl	350.598686	0.05551685129	0		0	0
HD79186	HD79186_w564_redl_20160221_O12	5010	5084	564	redl	1524.798565	0.07025526412	0		0	0
HD79186	HD79186_w564_redu_20141013_O10	6184	6277	564	redu	332.4690745	0.03071300467	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O1	5665	5749	564	redu	262.8396858	0.1527941571	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O1	5664	5749	564	redu	1157.853468	0.04926657261	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O11	6248	6342	564	redu	349.3267486	0.05889349939	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O16	6591	6686	564	redu	1651.57894	0.02006255278	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O6	5942	6031	564	redu	1412.969425	0.03084329448	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O7	6001	6091	564	redu	321.4546376	0.01314626032	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O11	6248	6341	564	redu	1530.645992	0.06769774782	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O16	6592	6686	564	redu	380.1414307	0.03015032693	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O10	6184	6277	564	redu	1452.428767	0.05104390175	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O7	6000	6090	564	redu	1396.309188	0.02432933391	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O6	5942	6031	564	redu	325.5776903	0.01533538829	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O5	5884	5972	564	redu	317.9008012	0.09592105132	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O4	5828	5915	564	redu	1294.758035	0.1198250247	0	C60	0	0
HD79186	HD79186_w564_redu_20141013_O14	6447	6544	564	redu	390.2890866	0.02076286046	0	C60	0	0
HD79186	HD79186_w564_redu_20160221_O13	6379	6475	564	redu	1718.192995	0.03664574043	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O9	6122	6214	564	redu	319.1965341	0.02046404639	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O8	6060	6151	564	redu	1383.567475	0.02647730802	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O8	6061	6152	564	redu	318.5580537	0.01431552579	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O9	6121	6213	564	redu	1388.932383	0.03482806511	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O12	6313	6407	564	redu	1644.623342	0.0557813131	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O15	6516	6614	564	redu	382.41779	0.05075324915	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O4	5828	5915	564	redu	299.7064301	0.1159203228	0	C60	0	0
HD79186	HD79186_w564_redu_20160221_O5	5884	5972	564	redu	1378.815377	0.1008895749	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O12	6313	6408	564	redu	375.0771514	0.03822578128	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O15	6516	6614	564	redu	1697.621931	0.05283003773	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O3	5772	5859	564	redu	284.2722647	0.05760200401	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O2	5718	5803	564	redu	1172.902407	0.04655366283	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O2	5718	5803	564	redu	271.2913562	0.03944321239	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O3	5772	5858	564	redu	1227.584618	0.06530460694	0	C70	0	0
HD79186	HD79186_w564_redu_20160221_O14	6447	6544	564	redu	1719.976626	0.02581613816	0	C70	0	0
HD79186	HD79186_w564_redu_20141013_O13	6379	6475	564	redu	391.0567203	0.01462944262	0	C70	0	0
HD79186	HD79186_w860_redl_20141116_O9	7301	7412	860	redl	11180.44633	0.1282908372	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O17	8079	8202	860	redl	28743.23502	0.06267326907	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O1	6660	6760	860	redl	51256.42115	0.96186219	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O5	6966	7071	860	redl	27978.99753	1.174355553	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O17	8079	8202	860	redl	5780.719734	0.1119895977	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O20	8417	8544	860	redl	24608.4104	0.0587587463	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O16	7973	8094	860	redl	6413.547511	0.02628042223	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O4	6887	6990	860	redl	62810.45248	3.979764097	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O16	7972	8094	860	redl	31240.48395	0.02247854215	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O8	7214	7323	860	redl	12384.32868	0.2583940381	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O20	8418	8544	860	redl	5067.92607	0.06156735421	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O3	6810	6912	860	redl	294183.4887	6.616343471	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O11	7481	7595	860	redl	9230.976209	0.05510329542	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O11	7481	7594	860	redl	44272.55441	0.05756361542	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O7	7129	7237	860	redl	59324.49162	0.05952064045	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O6	7047	7153	860	redl	64936.46266	0.03675694007	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O10	7390	7502	860	redl	47852.27928	0.02760227221	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O10	7390	7502	860	redl	10130.48348	0.0544190958	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O2	6736	6835	860	redl	157198.7562	6.339177742	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O9	7301	7411	860	redl	51497.06497	0.0269282906	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O13	7670	7787	860	redl	7729.9859	0.0791495539	11.083533	C70p	[7698.84425428]	[0.42421447]
HD79186	HD79186_w860_redl_20141116_O1	6663	6760	860	redl	232383.4636	16.54608682	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O5	6966	7071	860	redl	70441.58793	0.04211575242	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O13	7670	7787	860	redl	37413.95338	0.07786565158	12.09036188	C70p	[7699.18682883]	[0.42033619]
HD79186	HD79186_w860_redl_20160221_O12	7574	7689	860	redl	30672.62582	0.434053728	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O4	6887	6990	860	redl	75025.67494	0.1080297151	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O12	7575	7690	860	redl	6255.624262	0.449198105	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O8	7214	7323	860	redl	54697.69808	0.05413467629	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O3	6809	6912	860	redl	79656.89257	0.1748156525	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O19	8300	8427	860	redl	5215.388016	0.05801082865	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O15	7869	7989	860	redl	33422.06376	0.02459711904	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O15	7869	7989	860	redl	6871.538036	0.02935350685	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O19	8300	8427	860	redl	25568.23915	0.03865422227	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O7	7129	7237	860	redl	14790.23025	0.3987769549	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O6	7047	7153	860	redl	19913.25777	0.7588431145	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O18	8188	8313	860	redl	26895.89108	0.06260516658	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O14	7769	7887	860	redl	7336.256143	0.0382510283	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O14	7768	7886	860	redl	35591.44061	0.03539294186	0	C70p	0	0
HD79186	HD79186_w860_redl_20141116_O18	8188	8313	860	redl	5388.434208	0.1170171833	0	C70p	0	0
HD79186	HD79186_w860_redl_20160221_O2	6734	6835	860	redl	91619.52854	0.02212396359	0	C70p	0	0
HD80558	HD80558_w564_redl_20150603_O18	5271	5349	564	redl	366.2252206	0.02804325219	0		0	0
HD80558	HD80558_w564_redl_20150603_O22	5460	5542	564	redl	359.3552124	0.01795001694	0		0	0
HD80558	HD80558_w564_redl_20150603_O14	5094	5169	564	redl	345.3747188	0.02448826127	0		0	0
HD80558	HD80558_w564_redl_20160221_O3	4664	4732	564	redl	1955.896668	0.0414524605	0		0	0
HD80558	HD80558_w564_redl_20150603_O3	4663	4732	564	redl	351.3380953	0.02409693234	0		0	0
HD80558	HD80558_w564_redl_20160221_O13	5052	5126	564	redl	1902.005089	0.04782849694	0		0	0
HD80558	HD80558_w564_redl_20160221_O12	5010	5084	564	redl	1855.414224	0.06607118787	0		0	0
HD80558	HD80558_w564_redl_20150603_O2	4628	4696	564	redl	355.2143961	0.02423834377	0		0	0
HD80558	HD80558_w564_redl_20160221_O2	4628	4696	564	redl	1982.664004	0.04477834666	0		0	0
HD80558	HD80558_w564_redl_20150603_O15	5137	5213	564	redl	349.6776098	0.02921025846	0		0	0
HD80558	HD80558_w564_redl_20150603_O23	5510	5592	564	redl	349.2988738	0.01798796277	0		0	0
HD80558	HD80558_w564_redl_20150603_O19	5317	5396	564	redl	372.3256314	0.02534049723	0		0	0
HD80558	HD80558_w564_redl_20160221_O24	5567	5643	564	redl	1882.771279	0.01587343005	0		0	0
